Product Card Id,Avg_Daily_Demand,Std_Daily_Demand,ABC Class,Annual_Demand,EOQ,Lead_time,z_score,Safety_stock,ROP
607,1.1538461538461537,0.36794648440311994,C,10.0,6.324681745663743,3.433333333333333,1.28,0.8726751561750388,4.8342136177135
625,1.0,0.0,C,6.333333333333333,5.627454949464298,3.263157894736842,1.28,0.0,3.263157894736842
627,13.869346733668342,7.049909390186218,B,4600.0,276.9220737041158,3.50634272199527,1.65,21.781844888801007,70.41252786722787
642,3.475,1.6241998676530032,C,139.0,68.06859285554046,3.4135338345864663,1.28,3.8410640256222024,15.703094100810173
646,2.4814814814814814,1.4772732253500644,C,22.333333333333332,14.945088614006702,4.068965517241379,1.28,3.8142820218971787,13.91134460171838
647,1.2,0.40824829046386296,C,10.0,8.606948264670617,3.7666666666666666,1.28,1.0141750889817354,5.534175088981735
652,1.173913043478261,0.3875533878815899,C,9.0,8.320822805155307,3.4814814814814814,1.28,0.9256004393513856,5.0125569610905165
666,1.121212121212121,0.3314339826398085,C,12.333333333333334,10.589211869930107,3.3513513513513513,1.28,0.7766350483734291,4.534210805949186
671,1.0526315789473684,0.22941573387056174,C,6.666666666666667,5.634495780661852,4.05,1.28,0.5909635308010487,4.85412142553789
677,3.5,1.7105338131489614,C,32.666666666666664,18.074826239618233,3.967741935483871,1.28,4.36127369511793,18.248370469311478
691,3.2,1.908430051942668,C,21.333333333333332,16.33095255342764,3.238095238095238,1.28,4.395730167932648,14.75763492983741
703,3.18796992481203,1.6658348345674394,C,141.33333333333334,84.0844923211078,3.668965517241379,1.28,4.0842632263853105,15.78081495052324
705,1.0740740740740742,0.2668802563418119,C,9.666666666666666,8.975648750253987,3.2758620689655173,1.28,0.6182857247661888,4.136804243284708
715,1.0357142857142858,0.1889822365046136,C,9.666666666666666,8.623496481918814,3.1379310344827585,1.28,0.4285018005836711,3.678501800583671
724,3.3870967741935485,2.304740323114352,C,35.0,18.708286933869708,3.4857142857142858,1.28,5.507796211649718,17.314247824552943
725,1.125,0.33601075251612356,C,12.0,10.540925533894598,3.0833333333333335,1.28,0.7552198284256789,4.223969828425679
728,3.37007874015748,1.5471589405751356,C,142.66666666666666,46.849458853564094,3.5036496350364965,1.28,3.7068519093225385,15.514427057319551
730,3.2222222222222223,1.761409691855959,C,29.0,19.03943276465977,3.3793103448275863,1.28,4.144616868083311,15.0335057569722
743,1.1304347826086956,0.34435022157509093,C,8.666666666666666,7.140265368339868,3.076923076923077,1.28,0.7731587156034199,4.251419585168637
768,1.4545454545454546,0.6875516509523287,C,5.333333333333333,4.216440557022426,3.6875,1.28,1.6899790208488068,7.0536153844851714
771,3.1,1.7238212300083564,C,113.66666666666667,53.31394884617177,3.100840336134454,1.28,3.8854551215799336,13.498060163596742
773,1.1764705882352942,0.3929526239966879,C,6.666666666666667,5.164081020790448,3.4,1.28,0.9274481117561242,4.927448111756124
775,3.3106796116504853,1.76028699873446,C,113.66666666666667,106.66791913314937,3.5089285714285716,1.28,4.220663366037204,15.83760164620364
777,3.125,1.5126280039259055,C,25.0,17.67877472408335,3.576923076923077,1.28,3.6618192748055973,14.839703890190215
778,3.302752293577982,1.7506855120630518,C,120.0,69.29589318641237,3.5677966101694913,1.28,4.232706466073847,16.016254903330882
786,1.0714285714285714,0.2622652641564811,C,10.0,7.453766863074434,3.5,1.28,0.6280363282722026,4.378036328272202
792,3.066666666666667,1.5268736960148637,C,138.0,95.94861940749806,3.3049645390070923,1.28,3.553010452137275,13.688235038425693
793,3.0,1.784549070385958,C,131.0,93.4834721954435,3.5460992907801416,1.28,4.301440401234017,14.939738273574442
797,3.3225806451612905,1.5697775053196903,C,137.33333333333334,87.37202507947408,3.536764705882353,1.28,3.7787760582193655,15.529962016473636
804,3.5294117647058822,1.711494190148265,C,140.0,83.68692748246885,3.5338345864661656,1.28,4.11821017553596,16.59056753953419
810,2.981818181818182,1.4588031929049554,C,109.33333333333333,73.95540163017115,3.641025641025641,1.28,3.5630223248081285,14.419898781684585
818,3.226890756302521,1.669451218011659,C,128.0,51.64515702962718,3.3255813953488373,1.28,3.8968841412349673,14.62817200521777
821,2.890625,1.5483512948563916,C,123.33333333333333,48.70575938498214,3.4191176470588234,1.28,3.6646836750483414,13.548070623577752
822,3.309090909090909,1.663121054835114,C,121.33333333333333,50.2822475569111,3.4745762711864407,1.28,3.968119624037761,15.465808375963801
823,3.2977099236641223,1.629981861572272,C,144.0,52.628540988133736,3.4357142857142855,1.28,3.86724121528902,15.197230310163611
825,3.142857142857143,1.616384364159222,C,95.33333333333333,54.5902735723255,3.4468085106382977,1.28,3.841166995924221,14.673993743644585
828,3.302521008403361,1.6547549454948467,C,131.0,63.99241928715049,3.4765625,1.28,3.9492868398265863,15.430707533103897
835,3.341666666666667,1.6778128687100249,C,133.66666666666666,64.64046031675802,3.565891472868217,1.28,4.055435993988779,15.971456665823407
845,1.4166666666666667,0.5149286505444373,C,5.666666666666667,4.346207445185407,4.0,1.28,1.3182173453937593,6.9848840120604265
858,1.0476190476190477,0.21821789023599236,C,7.333333333333333,6.055452013123141,3.1818181818181817,1.28,0.4982393242633747,3.831572657596708
860,1.5,0.7071067811865476,C,1.0,1.2910052177007438,3.0,1.28,1.567673435381234,6.067673435381234
885,3.1746031746031744,1.639899338761328,C,133.33333333333334,73.04428498826869,3.437037037037037,1.28,3.89151999674367,14.802748685750135
886,3.138211382113821,1.825705357748618,C,128.66666666666666,71.75462496952203,3.576923076923077,1.28,4.419727158143513,15.644867871089104
893,3.2301587301587302,1.6451757275753771,C,135.66666666666666,73.68065045799163,3.5474452554744524,1.28,3.9662502650968188,15.42506152682779
897,3.1968503937007875,1.671608720824212,C,135.33333333333334,73.59007801999617,3.6159420289855073,1.28,4.068696800969601,15.628322499931144
905,3.0530973451327434,1.6357649366395273,C,115.0,67.83686887414832,3.4237288135593222,1.28,3.8741866762523594,14.327164027384804
906,3.2790697674418605,1.82421534581501,C,141.0,75.11495826192436,3.50354609929078,1.28,4.370589243811004,15.85896133683426
917,3.4297520661157024,1.7215615309024526,C,138.33333333333334,79.31417452219098,3.5789473684210527,1.28,4.168791504372766,16.443693635734228
924,3.3739837398373984,1.6316459254271278,C,138.33333333333334,93.01204482752107,3.574626865671642,1.28,3.9486737072215723,16.009406627983616
926,3.2153846153846155,1.6376605330369616,C,139.33333333333334,93.34762755863525,3.381294964028777,1.28,3.85456506823104,14.726728875646645
957,6.01,2.5753703680310776,A,2003.3333333333333,51.684515080474384,3.4637271214642262,2.05,9.825742772845958,30.642742772845956
977,3.5,2.018433569398328,C,158.66666666666666,72.73687153210066,3.5328947368421053,1.28,4.8561241253151515,17.221255704262518
981,3.0416666666666665,1.2676293062133799,C,24.333333333333332,15.677730887830858,3.375,1.28,2.9808431838921896,13.24646818389219
982,1.0,0.0,C,6.333333333333333,6.49807938366017,3.263157894736842,1.28,0.0,3.263157894736842
1004,7.518407960199005,3.028567412235441,A,2518.6666666666665,50.18757353196828,3.5100582318687135,2.05,11.631835904349733,38.021885655593515
1014,25.03781094527363,10.467582436066888,B,8387.666666666666,334.48513974216814,3.4578298981284057,1.65,32.11679107543985,118.69328234569365
1059,1.6666666666666667,0.7071067811865476,C,5.0,3.7796987790913446,3.2666666666666666,1.28,1.6358647050820962,7.080309149526541
1073,6.6679960119641075,2.7613750718454075,A,2229.3333333333335,66.7749166118658,3.453797846889952,2.05,10.520290159503185,33.55020042869561
1346,18.77777777777778,12.285944995988077,C,56.333333333333336,42.573780865601556,3.4023668639053253,1.28,29.007420211911768,92.89630910080065
1347,16.6,12.116104984688768,C,27.666666666666668,21.640045460450178,3.036144578313253,1.28,27.02304109236261,77.42304109236261
1348,20.833333333333332,12.2542509631012,C,41.666666666666664,60.7501576026051,3.488,1.28,29.294425007726872,101.96109167439353
1349,25.5,10.113247637518711,C,85.0,13.71263845563433,3.2784313725490195,1.28,23.43870752717953,107.03870752717953
1350,23.166666666666668,9.814954576223638,C,92.66666666666667,16.108935469815524,3.5575539568345325,1.28,23.695943819084697,106.11261048575136
1351,25.875,8.374067112222113,B,69.0,5.5377492419453835,3.685990338164251,1.65,26.52757051225401,121.90257051225402
1352,25.375,8.830749846821778,C,67.66666666666667,16.357997819855864,3.3891625615763545,1.28,20.80912180213121,106.80912180213122
1353,24.666666666666668,9.682458365518542,C,74.0,12.663081811816642,3.626126126126126,1.28,23.60027484952184,113.04471929396628
1354,22.1,13.916017948952048,C,73.66666666666667,21.16952019806646,3.6470588235294117,1.28,34.01702537206037,114.61702537206037
1355,26.5,4.375255094603872,C,70.66666666666667,11.519002418691876,3.443396226415094,1.28,10.392184498568676,101.64218449856868
1356,21.75,10.95119041148365,C,58.0,14.068588848357342,3.574712643678161,1.28,26.502806642586336,104.25280664258634
1357,21.5,8.54400374531753,C,28.666666666666668,11.66008695827083,3.5232558139534884,1.28,20.52785107524511,96.27785107524511
1358,20.0,12.599603168354152,C,60.0,15.172137350764201,3.577777777777778,1.28,30.505174788695914,102.06073034425147
1359,25.88888888888889,10.142046692414265,C,77.66666666666667,30.335147145754885,3.3776824034334765,1.28,23.85860136579874,111.30304581024319
1360,19.375,12.42046122907105,C,51.666666666666664,12.555495928341928,3.445161290322581,1.28,29.50886275989789,96.2588627598979
1361,24.1,11.149987543590452,C,80.33333333333333,83.43436985925844,3.5601659751037342,1.28,26.928953381725243,112.72895338172523
1362,24.733333333333334,9.527903881806973,C,123.66666666666667,55.77733510227171,3.498652291105121,1.28,22.81170403894267,109.345037372276
1363,25.818181818181817,8.841020097456875,C,94.66666666666667,20.943665415780696,3.683098591549296,1.28,21.717959539415713,116.80886863032481
